location_project,demo_category,season,total_season_days,total_duration,density_km2
1210-SE_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,89,0,0
1210-SE_ABMI Ecosystem Health 2017,Moose Juv Female,summer,82,0,0
1210-SE_ABMI Ecosystem Health 2017,Moose Juv Female,winter,89,0,0
1210-SE_ABMI Ecosystem Health 2017,Moose Juv Male,summer,82,0,0
1210-SE_ABMI Ecosystem Health 2017,Moose Juv Male,winter,89,0,0
1210-SE_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,82,0,0
1210-SE_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,89,0,0
1210-SW_ABMI Ecosystem Health 2017,Moose Adult Female,summer,82,9.531003352193114,0.09091776963784509
1210-SW_ABMI Ecosystem Health 2017,Moose Adult Female,winter,89,0,0
1210-SW_ABMI Ecosystem Health 2017,Moose Adult Male,summer,82,0,0
1210-SW_ABMI Ecosystem Health 2017,Moose Adult Male,winter,89,0,0
1210-SW_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,82,0,0
1210-SW_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,89,0,0
1210-SW_ABMI Ecosystem Health 2017,Moose Juv Female,summer,82,0,0
1210-SW_ABMI Ecosystem Health 2017,Moose Juv Female,winter,89,0,0
1210-SW_ABMI Ecosystem Health 2017,Moose Juv Male,summer,82,0,0
1210-SW_ABMI Ecosystem Health 2017,Moose Juv Male,winter,89,0,0
1210-SW_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,82,0,0
1210-SW_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,89,0,0
1211-NE_ABMI Ecosystem Health 2017,Moose Adult Female,summer,81,12.531003352193114,0.12101890381579156
1211-NE_ABMI Ecosystem Health 2017,Moose Adult Female,winter,88,0,0
1211-NE_ABMI Ecosystem Health 2017,Moose Adult Male,summer,81,0,0
1211-NE_ABMI Ecosystem Health 2017,Moose Adult Male,winter,88,0,0
1211-NE_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,81,0,0
1211-NE_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,88,0,0
1211-NE_ABMI Ecosystem Health 2017,Moose Juv Female,summer,81,0,0
1211-NE_ABMI Ecosystem Health 2017,Moose Juv Female,winter,88,0,0
1211-NE_ABMI Ecosystem Health 2017,Moose Juv Male,summer,81,0,0
1211-NE_ABMI Ecosystem Health 2017,Moose Juv Male,winter,88,0,0
1211-NE_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,81,10.531003352193114,0.10170378587759206
1211-NE_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,88,0,0
1211-NW_ABMI Ecosystem Health 2017,Moose Adult Female,summer,81,0,0
1211-NW_ABMI Ecosystem Health 2017,Moose Adult Female,winter,88,0,0
1211-NW_ABMI Ecosystem Health 2017,Moose Adult Male,summer,81,0,0
1211-NW_ABMI Ecosystem Health 2017,Moose Adult Male,winter,88,0,0
1211-NW_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,81,0,0
1211-NW_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,88,0,0
1211-NW_ABMI Ecosystem Health 2017,Moose Juv Female,summer,81,0,0
1211-NW_ABMI Ecosystem Health 2017,Moose Juv Female,winter,88,0,0
1211-NW_ABMI Ecosystem Health 2017,Moose Juv Male,summer,81,0,0
1211-NW_ABMI Ecosystem Health 2017,Moose Juv Male,winter,88,0,0
1211-NW_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,81,0,0
1211-NW_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,88,0,0
1211-SE_ABMI Ecosystem Health 2017,Moose Adult Female,summer,50,6.531003352193115,0.10217247309570739
1211-SE_ABMI Ecosystem Health 2017,Moose Adult Female,winter,88,19.531003352193114,0.1734316838510384
1211-SE_ABMI Ecosystem Health 2017,Moose Adult Male,summer,50,0,0
1211-SE_ABMI Ecosystem Health 2017,Moose Adult Male,winter,88,0,0
1211-SE_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,50,2.2655016760965574,0.035442013511067495
1211-SE_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,88,0,0
1211-SE_ABMI Ecosystem Health 2017,Moose Juv Female,summer,50,0,0
1211-SE_ABMI Ecosystem Health 2017,Moose Juv Female,winter,88,0,0
1211-SE_ABMI Ecosystem Health 2017,Moose Juv Male,summer,50,0,0
1211-SE_ABMI Ecosystem Health 2017,Moose Juv Male,winter,88,0,0
1211-SE_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,50,0,0
1211-SE_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,88,0,0
1211-SW_ABMI Ecosystem Health 2017,Moose Adult Female,summer,81,180.68359655310988,1.7449624884606856
1211-SW_ABMI Ecosystem Health 2017,Moose Adult Female,winter,88,0,0
1211-SW_ABMI Ecosystem Health 2017,Moose Adult Male,summer,81,0,0
1211-SW_ABMI Ecosystem Health 2017,Moose Adult Male,winter,88,0,0
1211-SW_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,81,2.2655016760965574,0.021879216031496812
1211-SW_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,88,0,0
1211-SW_ABMI Ecosystem Health 2017,Moose Juv Female,summer,81,0,0
1211-SW_ABMI Ecosystem Health 2017,Moose Juv Female,winter,88,0,0
1211-SW_ABMI Ecosystem Health 2017,Moose Juv Male,summer,81,0,0
1211-SW_ABMI Ecosystem Health 2017,Moose Juv Male,winter,88,0,0
1211-SW_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,81,57.12889043396874,0.5517256282052914
1211-SW_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,88,0,0
1212-NE_ABMI Ecosystem Health 2017,Moose Adult Female,summer,83,103.06200670438622,0.9782852948515347
1212-NE_ABMI Ecosystem Health 2017,Moose Adult Female,winter,85,274.3603909756517,2.5404730926495027
1212-NE_ABMI Ecosystem Health 2017,Moose Adult Male,summer,83,2.2655016760965574,0.02150459753363645
1212-NE_ABMI Ecosystem Health 2017,Moose Adult Male,winter,85,143.71207085856125,1.3307192332202007
1212-NE_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,83,163.73624268054812,1.5542173451761963
1212-NE_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,85,201.65273700321404,1.8672278115438898
1212-NE_ABMI Ecosystem Health 2017,Moose Juv Female,summer,83,0,0
1212-NE_ABMI Ecosystem Health 2017,Moose Juv Female,winter,85,0,0
1212-NE_ABMI Ecosystem Health 2017,Moose Juv Male,summer,83,0,0
1212-NE_ABMI Ecosystem Health 2017,Moose Juv Male,winter,85,0,0
1212-NE_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,83,0,0
1212-NE_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,85,0,0
1212-NW_ABMI Ecosystem Health 2017,Moose Adult Female,summer,83,45.53100335219312,0.43218944074170434
1212-NW_ABMI Ecosystem Health 2017,Moose Adult Female,winter,85,233.3924793236373,2.161125779271381
1212-NW_ABMI Ecosystem Health 2017,Moose Adult Male,summer,83,43.53100335219312,0.41320503851368334
1212-NW_ABMI Ecosystem Health 2017,Moose Adult Male,winter,85,0,0
1212-NW_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,83,249.06200670438625,2.3641466574970718
1212-NW_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,85,121.59301005657935,1.1259051250237289
1212-NW_ABMI Ecosystem Health 2017,Moose Juv Female,summer,83,0,0
1212-NW_ABMI Ecosystem Health 2017,Moose Juv Female,winter,85,0,0
1212-NW_ABMI Ecosystem Health 2017,Moose Juv Male,summer,83,0,0
1212-NW_ABMI Ecosystem Health 2017,Moose Juv Male,winter,85,0,0
1212-NW_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,83,93.79650502828967,0.8903352895198249
1212-NW_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,85,11.79650502828967,0.10923115944361686
1212-SE_ABMI Ecosystem Health 2017,Moose Adult Female,summer,83,1359.8960349569736,12.817002154147586
1212-SE_ABMI Ecosystem Health 2017,Moose Adult Female,winter,85,0,0
1212-SE_ABMI Ecosystem Health 2017,Moose Adult Male,summer,83,208.53100335219312,1.9654019501984799
1212-SE_ABMI Ecosystem Health 2017,Moose Adult Male,winter,85,0,0
1212-SE_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,83,45.062006704386235,0.4247088175520749
1212-SE_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,85,0,0
1212-SE_ABMI Ecosystem Health 2017,Moose Juv Female,summer,83,0,0
1212-SE_ABMI Ecosystem Health 2017,Moose Juv Female,winter,85,0,0
1212-SE_ABMI Ecosystem Health 2017,Moose Juv Male,summer,83,0,0
1212-SE_ABMI Ecosystem Health 2017,Moose Juv Male,winter,85,0,0
1212-SE_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,83,0,0
1212-SE_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,85,0,0
1212-SW_ABMI Ecosystem Health 2017,Moose Adult Female,summer,83,0,0
1212-SW_ABMI Ecosystem Health 2017,Moose Adult Female,winter,85,445.0268897603529,4.09149769542766
1212-SW_ABMI Ecosystem Health 2017,Moose Adult Male,summer,83,0,0
1212-SW_ABMI Ecosystem Health 2017,Moose Adult Male,winter,85,131.7197578118191,1.2110079141949424
1212-SW_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,83,2.2655016760965574,0.02135200600664146
1212-SW_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,85,136.7642515816002,1.2573860884323975
1212-SW_ABMI Ecosystem Health 2017,Moose Juv Female,summer,83,0,0
1212-SW_ABMI Ecosystem Health 2017,Moose Juv Female,winter,85,0,0
1212-SW_ABMI Ecosystem Health 2017,Moose Juv Male,summer,83,0,0
1212-SW_ABMI Ecosystem Health 2017,Moose Juv Male,winter,85,0,0
1212-SW_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,83,0,0
1212-SW_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,85,0,0
122-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,94,0,0
122-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,30,0,0
122-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,94,0,0
122-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,30,0,0
122-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,94,0,0
122-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,30,0,0
122-NE_ABMI Ecosystem Health 2016,Moose Juv Female,summer,94,0,0
122-NE_ABMI Ecosystem Health 2016,Moose Juv Female,winter,30,0,0
122-NE_ABMI Ecosystem Health 2016,Moose Juv Male,summer,94,0,0
122-NE_ABMI Ecosystem Health 2016,Moose Juv Male,winter,30,0,0
122-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,94,0,0
122-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,30,0,0
122-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,94,0,0
122-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,30,0,0
122-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,94,0,0
122-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,30,0,0
122-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,94,0,0
122-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,30,0,0
122-NW_ABMI Ecosystem Health 2016,Moose Juv Female,summer,94,0,0
122-NW_ABMI Ecosystem Health 2016,Moose Juv Female,winter,30,0,0
122-NW_ABMI Ecosystem Health 2016,Moose Juv Male,summer,94,0,0
122-NW_ABMI Ecosystem Health 2016,Moose Juv Male,winter,30,0,0
122-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,94,0,0
122-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,30,0,0
122-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,94,0,0
122-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,30,0,0
122-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,94,0,0
122-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,30,0,0
122-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,94,0,0
122-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,30,0,0
122-SE_ABMI Ecosystem Health 2016,Moose Juv Female,summer,94,0,0
122-SE_ABMI Ecosystem Health 2016,Moose Juv Female,winter,30,0,0
122-SE_ABMI Ecosystem Health 2016,Moose Juv Male,summer,94,0,0
122-SE_ABMI Ecosystem Health 2016,Moose Juv Male,winter,30,0,0
122-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,94,0,0
122-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,30,0,0
122-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,94,0,0
122-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,30,0,0
122-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,94,0,0
122-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,30,0,0
122-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,94,0,0
122-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,30,0,0
122-SW_ABMI Ecosystem Health 2016,Moose Juv Female,summer,94,0,0
122-SW_ABMI Ecosystem Health 2016,Moose Juv Female,winter,30,0,0
122-SW_ABMI Ecosystem Health 2016,Moose Juv Male,summer,94,0,0
122-SW_ABMI Ecosystem Health 2016,Moose Juv Male,winter,30,0,0
122-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,94,0,0
122-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,30,0,0
1222-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,83,0,0
1222-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,54,0,0
1222-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,83,0,0
1222-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,54,0,0
1222-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,83,0,0
1222-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,54,0,0
1222-NE_ABMI Ecosystem Health 2015,Moose Juv Female,summer,83,0,0
1222-NE_ABMI Ecosystem Health 2015,Moose Juv Female,winter,54,0,0
1222-NE_ABMI Ecosystem Health 2015,Moose Juv Male,summer,83,0,0
1222-NE_ABMI Ecosystem Health 2015,Moose Juv Male,winter,54,0,0
1222-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,83,0,0
1222-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,54,0,0
1222-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,83,0,0
1222-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,54,0,0
1222-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,83,329.5310033521931,3.1339716733254335
1222-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,54,0,0
1222-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,83,0,0
1222-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,54,0,0
1222-NW_ABMI Ecosystem Health 2015,Moose Juv Female,summer,83,0,0
1222-NW_ABMI Ecosystem Health 2015,Moose Juv Female,winter,54,0,0
1222-NW_ABMI Ecosystem Health 2015,Moose Juv Male,summer,83,0,0
1222-NW_ABMI Ecosystem Health 2015,Moose Juv Male,winter,54,0,0
1222-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,83,0,0
1222-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,54,0,0
1222-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,83,0,0
1222-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,58,0,0
1222-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,83,0,0
1222-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,58,0,0
1222-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,83,14.06200670438623,0.1325322575504863
1222-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,58,0,0
1222-SE_ABMI Ecosystem Health 2015,Moose Juv Female,summer,83,0,0
1222-SE_ABMI Ecosystem Health 2015,Moose Juv Female,winter,58,0,0
1222-SE_ABMI Ecosystem Health 2015,Moose Juv Male,summer,83,0,0
1222-SE_ABMI Ecosystem Health 2015,Moose Juv Male,winter,58,0,0
1222-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,83,0,0
1222-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,58,0,0
1222-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,83,15.531003352193114,0.14770605517828778
1222-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,58,0,0
1222-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,83,0,0
1222-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,58,0,0
1222-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,83,2.2655016760965574,0.021545827271279874
1222-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,58,0,0
1222-SW_ABMI Ecosystem Health 2015,Moose Juv Female,summer,83,0,0
1222-SW_ABMI Ecosystem Health 2015,Moose Juv Female,winter,58,0,0
1222-SW_ABMI Ecosystem Health 2015,Moose Juv Male,summer,83,0,0
1222-SW_ABMI Ecosystem Health 2015,Moose Juv Male,winter,58,0,0
1222-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,83,0,0
1222-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,58,0,0
1223-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,84,0,0
1223-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,58,0,0
1223-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,84,0,0
1223-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,58,0,0
1223-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,84,0,0
1223-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,58,0,0
1223-NE_ABMI Ecosystem Health 2015,Moose Juv Female,summer,84,0,0
1223-NE_ABMI Ecosystem Health 2015,Moose Juv Female,winter,58,0,0
1223-NE_ABMI Ecosystem Health 2015,Moose Juv Male,summer,84,0,0
1223-NE_ABMI Ecosystem Health 2015,Moose Juv Male,winter,58,0,0
1223-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,84,0,0
1223-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,58,0,0
1223-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,84,0,0
1223-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,58,0,0
1223-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,84,0,0
1223-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,58,0,0
1223-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,84,0,0
1223-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,58,0,0
1223-NW_ABMI Ecosystem Health 2015,Moose Juv Female,summer,84,0,0
1223-NW_ABMI Ecosystem Health 2015,Moose Juv Female,winter,58,0,0
1223-NW_ABMI Ecosystem Health 2015,Moose Juv Male,summer,84,0,0
1223-NW_ABMI Ecosystem Health 2015,Moose Juv Male,winter,58,0,0
1223-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,84,0,0
1223-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,58,0,0
1223-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,50,0,0
1223-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,50,0,0
1223-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,50,0,0
1223-SE_ABMI Ecosystem Health 2015,Moose Juv Female,winter,50,0,0
1223-SE_ABMI Ecosystem Health 2015,Moose Juv Male,winter,50,0,0
1223-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,50,0,0
1223-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,80,0,0
1223-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,58,0,0
1223-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,80,0,0
1223-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,58,0,0
1223-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,80,0,0
1223-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,58,0,0
1223-SW_ABMI Ecosystem Health 2015,Moose Juv Female,summer,80,0,0
1223-SW_ABMI Ecosystem Health 2015,Moose Juv Female,winter,58,0,0
1223-SW_ABMI Ecosystem Health 2015,Moose Juv Male,summer,80,0,0
1223-SW_ABMI Ecosystem Health 2015,Moose Juv Male,winter,58,0,0
1223-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,80,0,0
1223-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,58,0,0
1224-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,75,0,0
1224-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,56,0,0
1224-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,75,50.593010056579345,0.5276588889516628
1224-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,56,0,0
1224-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,75,318.01352849364145,3.3167163789799257
1224-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,56,0,0
1224-NE_ABMI Ecosystem Health 2015,Moose Juv Female,summer,75,0,0
1224-NE_ABMI Ecosystem Health 2015,Moose Juv Female,winter,56,0,0
1224-NE_ABMI Ecosystem Health 2015,Moose Juv Male,summer,75,0,0
1224-NE_ABMI Ecosystem Health 2015,Moose Juv Male,winter,56,0,0
1224-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,75,0,0
1224-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,56,0,0
1224-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,85,0,0
1224-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,56,222.06200670438625,3.0988547230898624
1224-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,85,0,0
1224-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,56,0,0
1224-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,85,0,0
1224-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,56,0,0
1224-NW_ABMI Ecosystem Health 2015,Moose Juv Female,summer,85,0,0
1224-NW_ABMI Ecosystem Health 2015,Moose Juv Female,winter,56,0,0
1224-NW_ABMI Ecosystem Health 2015,Moose Juv Male,summer,85,0,0
1224-NW_ABMI Ecosystem Health 2015,Moose Juv Male,winter,56,0,0
1224-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,85,8.531003352193114,0.07851155415400941
1224-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,56,0,0
1224-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,85,70.117672099473225,0.6452989388142313
1224-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,56,0,0
1224-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,85,257.12401340877244,2.3663343067201392
1224-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,56,0,0
1224-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,85,26.062006704386228,0.23985087876065073
1224-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,56,0,0
1224-SE_ABMI Ecosystem Health 2015,Moose Juv Female,summer,85,0,0
1224-SE_ABMI Ecosystem Health 2015,Moose Juv Female,winter,56,0,0
1224-SE_ABMI Ecosystem Health 2015,Moose Juv Male,summer,85,0,0
1224-SE_ABMI Ecosystem Health 2015,Moose Juv Male,winter,56,0,0
1224-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,85,164.06200670438625,1.5098766923676736
1224-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,56,0,0
1224-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,85,0,0
1224-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,56,0,0
1224-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,85,0,0
1224-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,56,0,0
1224-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,85,0,0
1224-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,56,0,0
1224-SW_ABMI Ecosystem Health 2015,Moose Juv Female,summer,85,0,0
1224-SW_ABMI Ecosystem Health 2015,Moose Juv Female,winter,56,0,0
1224-SW_ABMI Ecosystem Health 2015,Moose Juv Male,summer,85,0,0
1224-SW_ABMI Ecosystem Health 2015,Moose Juv Male,winter,56,0,0
1224-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,85,0,0
1224-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,56,0,0
1225-NE_ABMI Ecosystem Health 2017,Moose Adult Female,summer,83,0,0
1225-NE_ABMI Ecosystem Health 2017,Moose Adult Female,winter,88,0,0
1225-NE_ABMI Ecosystem Health 2017,Moose Adult Male,summer,83,0,0
1225-NE_ABMI Ecosystem Health 2017,Moose Adult Male,winter,88,0,0
1225-NE_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,83,0,0
1225-NE_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,88,5.531003352193115,0.04911749765514178
1225-NE_ABMI Ecosystem Health 2017,Moose Juv Female,summer,83,0,0
1225-NE_ABMI Ecosystem Health 2017,Moose Juv Female,winter,88,0,0
1225-NE_ABMI Ecosystem Health 2017,Moose Juv Male,summer,83,0,0
1225-NE_ABMI Ecosystem Health 2017,Moose Juv Male,winter,88,0,0
1225-NE_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,83,0,0
1225-NE_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,88,0,0
1225-NW_ABMI Ecosystem Health 2017,Moose Adult Female,summer,83,0,0
1225-NW_ABMI Ecosystem Health 2017,Moose Adult Female,winter,88,0,0
1225-NW_ABMI Ecosystem Health 2017,Moose Adult Male,summer,83,0,0
1225-NW_ABMI Ecosystem Health 2017,Moose Adult Male,winter,88,0,0
1225-NW_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,83,0,0
1225-NW_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,88,0,0
1225-NW_ABMI Ecosystem Health 2017,Moose Juv Female,summer,83,0,0
1225-NW_ABMI Ecosystem Health 2017,Moose Juv Female,winter,88,0,0
1225-NW_ABMI Ecosystem Health 2017,Moose Juv Male,summer,83,0,0
1225-NW_ABMI Ecosystem Health 2017,Moose Juv Male,winter,88,0,0
1225-NW_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,83,0,0
1225-NW_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,88,0,0
1225-SE_ABMI Ecosystem Health 2017,Moose Adult Female,summer,83,0,0
1225-SE_ABMI Ecosystem Health 2017,Moose Adult Female,winter,88,0,0
1225-SE_ABMI Ecosystem Health 2017,Moose Adult Male,summer,83,0,0
1225-SE_ABMI Ecosystem Health 2017,Moose Adult Male,winter,88,0,0
1225-SE_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,83,0,0
1225-SE_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,88,0,0
