site,project,demo_category,full_density_km2,n_deployments
482,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,3
482,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,3
483,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
483,ABMI Ecosystem Health 2016,Moose Adult Male,0.359685217472152,4
483,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.1075668874090406,4
483,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
497,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
497,ABMI Ecosystem Health 2016,Moose Adult Male,5.762762461856694,4
497,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.021368152089720656,4
497,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
498,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
498,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
498,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
498,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
499,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
499,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
499,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
499,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
506,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
506,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
506,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
506,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
507,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
507,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
507,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
507,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
508,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
508,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
508,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.21900600553336041,4
508,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
512,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
512,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
512,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
512,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
514,ABMI Ecosystem Health 2015,Moose Adult Female,1.246773811105733,4
514,ABMI Ecosystem Health 2015,Moose Adult Male,0.014587316814706843,4
514,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.002637054576716332,4
514,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
528,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
528,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
528,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
528,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
529,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
529,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
529,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
529,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
530,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
530,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
530,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
530,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
537,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
537,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
537,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
537,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
538,ABMI Ecosystem Health 2016,Moose Adult Female,0.31759598121370286,3
538,ABMI Ecosystem Health 2016,Moose Adult Male,0.11866528641410039,3
538,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.0018231488431619083,3
538,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,3
539,ABMI Ecosystem Health 2016,Moose Adult Female,1.0302265408661069,4
539,ABMI Ecosystem Health 2016,Moose Adult Male,0.41240716586315995,4
539,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.038438688986205595,4
539,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
543,ABMI Ecosystem Health 2015,Moose Adult Female,0.009066638530521724,4
543,ABMI Ecosystem Health 2015,Moose Adult Male,0.2370673766247633,4
543,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
543,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.0024077454830888248,4
544,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
544,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
544,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
544,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
545,ABMI Ecosystem Health 2015,Moose Adult Female,0,2
545,ABMI Ecosystem Health 2015,Moose Adult Male,0,2
545,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,2
545,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,2
559,ABMI Ecosystem Health 2016,Moose Adult Female,0.04193749534479771,4
559,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
559,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
559,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
560,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
560,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
560,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
560,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
561,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
561,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
561,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
561,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
568,ABMI Ecosystem Health 2016,Moose Adult Female,0.032495402626465435,3
568,ABMI Ecosystem Health 2016,Moose Adult Male,0.10488674461427712,3
568,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,3
568,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,3
569,ABMI Ecosystem Health 2016,Moose Adult Female,0.5564592938153644,3
569,ABMI Ecosystem Health 2016,Moose Adult Male,1.7119893250165876,3
569,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.07000554479636271,3
569,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,3
570,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
570,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
570,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
570,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
574,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
574,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
574,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
574,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
575,ABMI Ecosystem Health 2015,Moose Adult Female,0.8674379913862925,4
575,ABMI Ecosystem Health 2015,Moose Adult Male,0.02016771531462802,4
575,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.3037662195163823,4
575,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
576,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
576,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
576,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
576,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
584,ABMI Ecosystem Health 2016,Moose Adult Female,0.4105627217735186,4
584,ABMI Ecosystem Health 2016,Moose Adult Male,0.03359426381215424,4
584,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.0648431286130726,4
584,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.6053223177939439,4
585,ABMI Ecosystem Health 2016,Moose Adult Female,0.673456761670105,4
585,ABMI Ecosystem Health 2016,Moose Adult Male,0.5163374495014817,4
585,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.0356988379176216,4
585,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.3517266353312023,4
586,ABMI Ecosystem Health 2016,Moose Adult Female,0.8338598751433266,4
586,ABMI Ecosystem Health 2016,Moose Adult Male,0.20916612583414076,4
586,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.10463357444216674,4
586,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.0995940165963462,4
593,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
593,ABMI Ecosystem Health 2016,Moose Adult Male,0.23128671128473838,4
593,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
593,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
594,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
594,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
594,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
594,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
595,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
595,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
595,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
595,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
599,ABMI Ecosystem Health 2015,Moose Adult Female,0.33726468265301784,3
599,ABMI Ecosystem Health 2015,Moose Adult Male,0,3
599,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.0488156756086722,3
599,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.0036465902019964147,3
600,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
600,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
600,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
600,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
601,ABMI Ecosystem Health 2015,Moose Adult Female,0.24043802213096865,4
601,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
601,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
601,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
608,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
608,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
608,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
608,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
616,ABMI Ecosystem Health 2016,Moose Adult Female,0.24635411958695047,4
616,ABMI Ecosystem Health 2016,Moose Adult Male,0.7625556116725882,4
616,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.608253512864143,4
616,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
617,ABMI Ecosystem Health 2016,Moose Adult Female,0.29087123149645466,4
617,ABMI Ecosystem Health 2016,Moose Adult Male,0.8016142601255667,4
617,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.03621861531938207,4
617,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.013423218744925872,4
618,ABMI Ecosystem Health 2016,Moose Adult Female,0.8370336233338957,4
618,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
618,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.24453908162253502,4
618,ABMI Ecosystem Health 2016,Moose Juv Unkn,1.1711479345010676,4
625,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
625,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
625,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
625,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
626,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
626,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
626,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
626,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
627,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
627,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
627,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
627,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
63,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
63,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
63,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
63,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
631,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
631,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
631,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
631,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
632,ABMI Ecosystem Health 2015,Moose Adult Female,1.8235561661174904,3
632,ABMI Ecosystem Health 2015,Moose Adult Male,0.011348717612668662,3
632,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.2040973654590441,3
632,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.2997511732423457,3
633,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
633,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
633,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
633,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
64,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
64,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
64,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
64,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
640,ABMI Ecosystem Health 2016,Moose Adult Female,0.30020613187248585,4
640,ABMI Ecosystem Health 2016,Moose Adult Male,0.00878032362664365,4
640,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
640,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.01083877402553757,4
648,ABMI Ecosystem Health 2016,Moose Adult Female,2.601385811356307,3
648,ABMI Ecosystem Health 2016,Moose Adult Male,2.2508022948653266,3
648,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.8095262962734258,3
648,ABMI Ecosystem Health 2016,Moose Juv Unkn,1.081476802628752,3
649,ABMI Ecosystem Health 2016,Moose Adult Female,0.008402890707395793,4
649,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
649,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.08889764980796026,4
649,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
65,ABMI Ecosystem Health 2016,Moose Adult Female,0.04075542079029618,4
65,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
65,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.020695334768731578,4
65,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
650,ABMI Ecosystem Health 2016,Moose Adult Female,0.047492883764918205,3
650,ABMI Ecosystem Health 2016,Moose Adult Male,0,3
650,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.13330712558644783,3
650,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.2893485886837551,3
657,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
657,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
657,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
657,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
658,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
658,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
658,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
658,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
659,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
659,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
659,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
659,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
663,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
663,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
663,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
663,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
664,ABMI Ecosystem Health 2015,Moose Adult Female,0.038271941171478134,4
664,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
664,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
664,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
665,ABMI Ecosystem Health 2015,Moose Adult Female,0.14398788543172192,4
665,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
665,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.023396075855025927,4
665,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.00941395857424819,4
672,ABMI Ecosystem Health 2016,Moose Adult Female,0.06627123686807083,4
672,ABMI Ecosystem Health 2016,Moose Adult Male,1.047489168918318,4
672,ABMI Ecosystem Health 2016,Moose Adult Unkn,1.2711992363113755,4
672,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
697,ABMI Ecosystem Health 2016,Moose Adult Female,0.6617030784205312,4
697,ABMI Ecosystem Health 2016,Moose Adult Male,0.022455991170283837,4
697,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
697,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.21507805647819467,4
698,ABMI Ecosystem Health 2016,Moose Adult Female,1.2173579307277334,4
698,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
698,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
698,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.002260513824196757,4
699,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
699,ABMI Ecosystem Health 2016,Moose Adult Male,0.43706198694872456,4
699,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
699,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
728,ABMI Ecosystem Health 2016,Moose Adult Female,0.2786497142101403,4
728,ABMI Ecosystem Health 2016,Moose Adult Male,0.2515638389086927,4
728,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.08948668070635421,4
728,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.12746109252479346,4
729,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
729,ABMI Ecosystem Health 2016,Moose Adult Male,0.05821922640608409,4
729,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.04335518934566558,4
729,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
730,ABMI Ecosystem Health 2016,Moose Adult Female,0.2869797888776357,4
730,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
730,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
730,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
759,ABMI Ecosystem Health 2016,Moose Adult Female,0.5730701777386353,4
759,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
759,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.45979544089228447,4
759,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.2548469669557168,4
760,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
760,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
760,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.01968733070708299,4
760,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
761,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
761,ABMI Ecosystem Health 2016,Moose Adult Male,0.16127624489661488,4
761,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
761,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
791,ABMI Ecosystem Health 2015,Moose Adult Female,0.12155872151073688,4
791,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
791,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.04831695297154512,4
791,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
792,ABMI Ecosystem Health 2015,Moose Adult Female,0.08573379700074811,4
792,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
792,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
792,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
793,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
793,ABMI Ecosystem Health 2015,Moose Adult Male,0.0167151659845586,4
793,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
793,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
794,ABMI Ecosystem Health 2015,Moose Adult Female,0.3956561179423499,4
794,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
794,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.0044303964676307706,4
794,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
823,ABMI Ecosystem Health 2015,Moose Adult Female,0.28328667479574926,4
823,ABMI Ecosystem Health 2015,Moose Adult Male,1.4561509320089097,4
823,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
823,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.6976893905095133,4
824,ABMI Ecosystem Health 2015,Moose Adult Female,0.9491145758442613,2
824,ABMI Ecosystem Health 2015,Moose Adult Male,5.859345533205278,2
824,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,2
824,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,2
825,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
825,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
825,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
825,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
855,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
855,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
855,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
855,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
856,ABMI Ecosystem Health 2015,Moose Adult Female,0.10516942552446465,4
856,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
856,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
856,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.05550635401168894,4
857,ABMI Ecosystem Health 2015,Moose Adult Female,0.49629218620524196,4
857,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
857,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.010259716040489145,4
857,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
890,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
890,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
890,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
890,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
891B,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
891B,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
891B,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
891B,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
892,ABMI Ecosystem Health 2016,Moose Adult Female,0.019841186065026658,4
892,ABMI Ecosystem Health 2016,Moose Adult Male,0.4608860831183322,4
892,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.010887222038061709,4
892,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
91,ABMI Ecosystem Health 2016,Moose Adult Female,0.3753655105973938,4
91,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
91,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.0046634228288558064,4
91,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.40481797087774063,4
92,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
92,ABMI Ecosystem Health 2016,Moose Adult Male,1.4788614713457497,4
92,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
92,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
923,ABMI Ecosystem Health 2016,Moose Adult Female,0.27406897265703334,4
923,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
923,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.11666254666995397,4
923,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.6782751362890684,4
924,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
924,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
924,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
924,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
925,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
925,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
925,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.0028769748353104575,4
925,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
93,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
93,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
93,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
93,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
956,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
956,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
956,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
956,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
957,ABMI Ecosystem Health 2016,Moose Adult Female,0.2307954211307655,4
957,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
957,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.08069086290255531,4
957,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
958,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
958,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
958,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.7230058234347898,4
958,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
989,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
989,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
989,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
989,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
990,ABMI Ecosystem Health 2015,Moose Adult Female,0.1948198813491013,3
990,ABMI Ecosystem Health 2015,Moose Adult Male,0.6083091036966052,3
990,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,3
990,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,3
991,ABMI Ecosystem Health 2015,Moose Adult Female,4.6992756632989146,4
991,ABMI Ecosystem Health 2015,Moose Adult Male,0.074255916913902,4
991,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.28521534274224963,4
991,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.028554202958174027,4
