site,project,demo_category,full_density_km2,n_deployments
1544,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1545,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1545,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1545,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1545,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1550,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1550,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1550,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1550,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1551,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1551,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1551,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1551,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1552,ABMI Ecosystem Health 2016,Moose Adult Female,0,3
1552,ABMI Ecosystem Health 2016,Moose Adult Male,0,3
1552,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,3
1552,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,3
1556,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1556,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1556,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1556,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1557,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1557,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1557,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1557,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1558,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1558,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1558,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1558,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1567,ABMI Ecosystem Health 2016,Moose Adult Female,0.2781157915359957,4
1567,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1567,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.009763889652701089,4
1567,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.36488279934279577,4
1568,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1568,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1568,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1568,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1569,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1569,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1569,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1569,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1573,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1573,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1573,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1573,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1574,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1574,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1574,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1574,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1575,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1575,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1575,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1575,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1584,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1584,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1584,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1584,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1585,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1585,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1585,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1585,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1586,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1586,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1586,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1586,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1590,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1590,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1590,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1590,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1591,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1591,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1591,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1591,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1592,ABMI Ecosystem Health 2015,Moose Adult Female,0,3
1592,ABMI Ecosystem Health 2015,Moose Adult Male,0,3
1592,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.002867664237137932,3
1592,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,3
1595,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1595,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1595,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1595,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1601,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1601,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1601,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1601,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1602,ABMI Ecosystem Health 2015,Moose Adult Female,0.039839299255305445,4
1602,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1602,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.010686680896330604,4
1602,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1603,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1603,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1603,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1603,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1610,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1610,ABMI Ecosystem Health 2016,Moose Adult Male,0.15257145985801251,4
1610,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1610,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1611,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1611,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1611,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1611,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1612B,ABMI Ecosystem Health 2016,Moose Adult Female,0,3
1612B,ABMI Ecosystem Health 2016,Moose Adult Male,0,3
1612B,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,3
1612B,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,3
1618,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1618,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1618,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1618,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1620,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1620,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1620,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1620,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1627B,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1627B,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1627B,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1627B,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1628,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1628,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1628,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1628,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1629,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1629,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1629,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1629,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1635,ABMI Ecosystem Health 2015,Moose Adult Female,0.6339504194819208,4
1635,ABMI Ecosystem Health 2015,Moose Adult Male,0.3896682085799508,4
1635,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.2931924380935175,4
1635,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.0063974688358985924,4
1636,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1636,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1636,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1636,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1637,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
1637,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
1637,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
1637,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
1644,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1644,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1644,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1644,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1645,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1645,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1645,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1645,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1651,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1651,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1651,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1651,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
1652,ABMI Ecosystem Health 2016,Moose Adult Female,0,3
1652,ABMI Ecosystem Health 2016,Moose Adult Male,0,3
1652,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,3
1652,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,3
1653,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
1653,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
1653,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
1653,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
2,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
2,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
2,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
2,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
234,ABMI Ecosystem Health 2015,Moose Adult Female,0,1
234,ABMI Ecosystem Health 2015,Moose Adult Male,0,1
234,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,1
234,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,1
234,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
234,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
234,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
234,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
235,ABMI Ecosystem Health 2015,Moose Adult Female,0.22850219177295653,4
235,ABMI Ecosystem Health 2015,Moose Adult Male,0.24918119352020432,4
235,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.001419952463914428,4
235,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.029709878761824102,4
235,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
235,ABMI Ecosystem Health 2016,Moose Adult Male,0.011776296439084299,4
235,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
235,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
236,ABMI Ecosystem Health 2015,Moose Adult Female,0.9169162336193365,4
236,ABMI Ecosystem Health 2015,Moose Adult Male,0.4248515121818879,4
236,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.3868409896849302,4
236,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.2002246296880132,4
236,ABMI Ecosystem Health 2016,Moose Adult Female,0.027762951949015888,4
236,ABMI Ecosystem Health 2016,Moose Adult Male,0.0417206315231346,4
236,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
236,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
240,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
240,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
240,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
240,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
241,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
241,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
241,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.026188909524192807,4
241,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
242,ABMI Ecosystem Health 2016,Moose Adult Female,0.02157017480959237,4
242,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
242,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
242,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
264,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
264,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
264,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
264,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
264,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
264,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
264,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
264,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
265,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
265,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
265,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
265,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
265,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
265,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
265,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
265,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
266,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
266,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
266,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
266,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
270,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
270,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
270,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
270,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
271,ABMI Ecosystem Health 2016,Moose Adult Female,0,3
271,ABMI Ecosystem Health 2016,Moose Adult Male,0,3
271,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,3
271,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,3
272,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
272,ABMI Ecosystem Health 2016,Moose Adult Male,1.897558414223818,4
272,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.7418341968802868,4
272,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
294,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
294,ABMI Ecosystem Health 2015,Moose Adult Male,0.2242744480277432,4
294,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
294,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
294,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
294,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
294,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
294,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
295,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
295,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
295,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.024012027852074617,4
295,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
295,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
295,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
295,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
295,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
296,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
296,ABMI Ecosystem Health 2015,Moose Adult Male,0.3709744122543166,4
296,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
296,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
296,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
296,ABMI Ecosystem Health 2016,Moose Adult Male,0.4149205970487685,4
296,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
296,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
3,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
3,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
3,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.0014573196340174393,4
3,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
300,ABMI Ecosystem Health 2016,Moose Adult Female,0,3
300,ABMI Ecosystem Health 2016,Moose Adult Male,0,3
300,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,3
300,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,3
301,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
301,ABMI Ecosystem Health 2016,Moose Adult Male,0.08343317596669021,4
301,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.002606239467897438,4
301,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
302,ABMI Ecosystem Health 2016,Moose Adult Female,0.1782887122718425,4
302,ABMI Ecosystem Health 2016,Moose Adult Male,0.013569643798226573,4
302,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.04055693970693206,4
302,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
32,ABMI Ecosystem Health 2015,Moose Adult Female,0,1
32,ABMI Ecosystem Health 2015,Moose Adult Male,0,1
32,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,1
32,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,1
323,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
323,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
323,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
323,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
324,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
324,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
324,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
324,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
325,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
325,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
325,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
325,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
329,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
329,ABMI Ecosystem Health 2015,Moose Adult Male,0.146139807176649,4
329,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.2512605259912796,4
329,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
33,ABMI Ecosystem Health 2015,Moose Adult Female,0,3
33,ABMI Ecosystem Health 2015,Moose Adult Male,0.7540422881998766,3
33,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,3
33,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,3
330,ABMI Ecosystem Health 2015,Moose Adult Female,1.261048547217793,3
330,ABMI Ecosystem Health 2015,Moose Adult Male,0,3
330,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.3745305479887808,3
330,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.6560346246941258,3
331,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
331,ABMI Ecosystem Health 2015,Moose Adult Male,0.032827832078370235,4
331,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
331,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
34,ABMI Ecosystem Health 2015,Moose Adult Female,0.17979997383325988,4
34,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
34,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
34,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
352,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
352,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
352,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
352,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
353,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
353,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
353,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.11355285972001532,4
353,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
354,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
354,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
354,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
354,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
358,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
358,ABMI Ecosystem Health 2015,Moose Adult Male,0.3742005934043199,4
358,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.15603642087205669,4
358,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
359,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
359,ABMI Ecosystem Health 2015,Moose Adult Male,0.011796292892134274,4
359,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.0056079135302322,4
359,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
360,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
360,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
360,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.2843903018809522,4
360,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
382,ABMI Ecosystem Health 2016,Moose Adult Female,0.586920453822385,4
382,ABMI Ecosystem Health 2016,Moose Adult Male,0.01811438309369048,4
382,ABMI Ecosystem Health 2016,Moose Adult Unkn,1.0367431078407956,4
382,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.006894961840263487,4
383,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
383,ABMI Ecosystem Health 2016,Moose Adult Male,0,4
383,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
383,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
384,ABMI Ecosystem Health 2016,Moose Adult Female,0.09688395925352038,4
384,ABMI Ecosystem Health 2016,Moose Adult Male,0.2540433971616585,4
384,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
384,ABMI Ecosystem Health 2016,Moose Juv Unkn,0.06894784669710288,4
388,ABMI Ecosystem Health 2015,Moose Adult Female,0.018038272240355646,4
388,ABMI Ecosystem Health 2015,Moose Adult Male,0.00788763303875842,4
388,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.0018748756253065392,4
388,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.0037497512506130784,4
389,ABMI Ecosystem Health 2015,Moose Adult Female,3.121442638313371,4
389,ABMI Ecosystem Health 2015,Moose Adult Male,0.0831509931376517,4
389,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.40922651790234815,4
389,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.2969831402200996,4
390,ABMI Ecosystem Health 2015,Moose Adult Female,0.11852773550816795,4
390,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
390,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.3899849436004474,4
390,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
412,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
412,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
412,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
412,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
413,ABMI Ecosystem Health 2015,Moose Adult Female,0.06776753601001921,4
413,ABMI Ecosystem Health 2015,Moose Adult Male,0.08719259620112743,4
413,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.012763902212868486,4
413,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
414,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
414,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
414,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
414,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
421,ABMI Ecosystem Health 2016,Moose Adult Female,0.04989723886937904,4
421,ABMI Ecosystem Health 2016,Moose Adult Male,0.26249488052201975,4
421,ABMI Ecosystem Health 2016,Moose Adult Unkn,1.678947185271467,4
421,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
422,ABMI Ecosystem Health 2016,Moose Adult Female,0,4
422,ABMI Ecosystem Health 2016,Moose Adult Male,0.09431799184999012,4
422,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,4
422,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,4
442,ABMI Ecosystem Health 2015,Moose Adult Female,0.2441383254896584,4
442,ABMI Ecosystem Health 2015,Moose Adult Male,0.2763703501861745,4
442,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.061989616533031616,4
442,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
443,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
443,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
443,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
443,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
444,ABMI Ecosystem Health 2015,Moose Adult Female,0.5759067022332591,4
444,ABMI Ecosystem Health 2015,Moose Adult Male,0.16858627459478856,4
444,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.1762335100167014,4
444,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
451,ABMI Ecosystem Health 2016,Moose Adult Female,2.4615351642044834,3
451,ABMI Ecosystem Health 2016,Moose Adult Male,0.07884541285388581,3
451,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.12514629232100488,3
451,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,3
452,ABMI Ecosystem Health 2016,Moose Adult Female,1.0570485326681838,3
452,ABMI Ecosystem Health 2016,Moose Adult Male,0,3
452,ABMI Ecosystem Health 2016,Moose Adult Unkn,0.03060816929020891,3
452,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,3
472,ABMI Ecosystem Health 2015,Moose Adult Female,0.8869220910492144,4
472,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
472,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
472,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.6915958633989993,4
473,ABMI Ecosystem Health 2015,Moose Adult Female,1.48794433149676,4
473,ABMI Ecosystem Health 2015,Moose Adult Male,0.21735051138503342,4
473,ABMI Ecosystem Health 2015,Moose Adult Unkn,0.6032178920100674,4
473,ABMI Ecosystem Health 2015,Moose Juv Unkn,0.6780116853649063,4
474,ABMI Ecosystem Health 2015,Moose Adult Female,0,4
474,ABMI Ecosystem Health 2015,Moose Adult Male,0,4
474,ABMI Ecosystem Health 2015,Moose Adult Unkn,0,4
474,ABMI Ecosystem Health 2015,Moose Juv Unkn,0,4
481,ABMI Ecosystem Health 2016,Moose Adult Female,0,1
481,ABMI Ecosystem Health 2016,Moose Adult Male,0,1
481,ABMI Ecosystem Health 2016,Moose Adult Unkn,0,1
481,ABMI Ecosystem Health 2016,Moose Juv Unkn,0,1
482,ABMI Ecosystem Health 2016,Moose Adult Female,0,3
482,ABMI Ecosystem Health 2016,Moose Adult Male,0.013640016000935328,3
