location_project,demo_category,season,total_season_days,total_duration,density_km2
1364-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,83,0,0
1364-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,45,0,0
1364-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,83,0,0
1364-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,45,0,0
1364-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,43,0,0
1364-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,43,0,0
1364-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,43,0,0
1364-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,43,0,0
1368-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,96,0,0
1368-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,29,0,0
1368-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,96,0,0
1368-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,29,0,0
1368-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,96,0,0
1368-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,29,0,0
1368-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,96,0,0
1368-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,29,0,0
1368-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,96,0,0
1368-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,29,0,0
1368-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,96,0,0
1368-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,29,0,0
1368-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,96,0,0
1368-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,29,0,0
1368-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,96,0,0
1368-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,29,0,0
1368-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,96,0,0
1368-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,29,0,0
1368-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,96,0,0
1368-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,29,0,0
1368-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,96,0,0
1368-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,29,0,0
1368-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,96,0,0
1368-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,29,0,0
1368-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,96,0,0
1368-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,29,0,0
1368-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,96,0,0
1368-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,29,0,0
1368-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,96,0,0
1368-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,29,0,0
1368-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,96,0,0
1368-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,29,0,0
1369-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,26,58.53100335219312,1.761022920305568
1369-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,30,0,0
1369-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,26,0,0
1369-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,30,0,0
1369-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,26,0,0
1369-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,30,0,0
1369-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,26,0,0
1369-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,30,0,0
1369-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,97,0,0
1369-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,30,0,0
1369-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,97,0,0
1369-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,30,0,0
1369-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,97,0,0
1369-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,30,0,0
1369-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,97,0,0
1369-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,30,0,0
1369-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,97,26.062006704386228,0.21017860509953934
1369-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,30,0,0
1369-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,97,0,0
1369-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,30,0,0
1369-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,97,84.59301005657935,0.6822053672432997
1369-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,30,0,0
1369-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,97,0,0
1369-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,30,0,0
1369-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,97,0,0
1369-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,30,0,0
1369-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,97,0,0
1369-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,30,0,0
1369-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,97,0,0
1369-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,30,0,0
1369-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,97,0,0
1369-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,30,0,0
1370-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,102,0,0
1370-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,32,0,0
1370-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,102,0,0
1370-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,32,0,0
1370-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,102,0,0
1370-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,32,0,0
1370-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,102,0,0
1370-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,32,0,0
1370-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,83,0,0
1370-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,32,0,0
1370-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,83,0,0
1370-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,32,0,0
1370-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,83,0,0
1370-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,32,0,0
1370-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,83,0,0
1370-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,32,0,0
1370-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,102,0,0
1370-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,32,0,0
1370-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,102,0,0
1370-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,32,0,0
1370-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,102,0,0
1370-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,32,0,0
1370-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,102,0,0
1370-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,32,0,0
1387-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,84,0,0
1387-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,22,0,0
1387-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,84,0,0
1387-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,22,0,0
1387-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,84,0,0
1387-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,22,0,0
1387-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,84,0,0
1387-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,22,0,0
1387-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,84,0,0
1387-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,22,0,0
1387-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,84,0,0
1387-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,22,0,0
1387-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,84,0,0
1387-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,22,0,0
1387-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,84,0,0
1387-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,22,0,0
1387-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,84,0,0
1387-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,21,0,0
1387-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,84,0,0
1387-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,21,0,0
1387-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,84,0,0
1387-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,21,0,0
1387-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,84,0,0
1387-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,21,0,0
1387-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,84,0,0
1387-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,21,0,0
1387-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,84,0,0
1387-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,21,0,0
1387-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,84,0,0
1387-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,21,0,0
1387-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,84,0,0
1387-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,21,0,0
1388B-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,85,0,0
1388B-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,43,0,0
1388B-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,85,0,0
1388B-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,43,0,0
1388B-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,85,0,0
1388B-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,43,0,0
1388B-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,85,0,0
1388B-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,43,0,0
1388B-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,85,0,0
1388B-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,43,0,0
1388B-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,85,0,0
1388B-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,43,0,0
1388B-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,85,0,0
1388B-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,43,0,0
1388B-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,85,0,0
1388B-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,43,0,0
1388B-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,85,0,0
1388B-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,44,0,0
1388B-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,85,0,0
1388B-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,44,0,0
1388B-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,85,0,0
1388B-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,44,0,0
1388B-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,85,0,0
1388B-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,44,0,0
1388B-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,85,0,0
1388B-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,44,0,0
1388B-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,85,0,0
1388B-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,44,0,0
1388B-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,85,0,0
1388B-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,44,0,0
1388B-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,85,0,0
1388B-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,44,0,0
1389-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,87,0,0
1389-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,44,0,0
1389-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,87,0,0
1389-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,44,0,0
1389-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,87,0,0
1389-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,44,0,0
1389-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,87,0,0
1389-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,44,0,0
1389-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,86,13.06200670438623,0.11881296628131724
1389-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,44,0,0
1389-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,86,0,0
1389-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,44,0,0
1389-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,86,0,0
1389-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,44,0,0
1389-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,86,0,0
1389-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,44,0,0
1389-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,87,0,0
1389-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,44,0,0
1389-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,87,0,0
1389-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,44,0,0
1389-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,87,0,0
1389-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,44,0,0
1389-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,87,0,0
1389-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,44,0,0
1389-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,86,0,0
1389-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,44,0,0
1389-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,86,0,0
1389-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,44,0,0
1389-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,86,0,0
1389-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,44,0,0
1389-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,86,0,0
1389-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,44,0,0
1393-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,98,0,0
1393-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,28,0,0
1393-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,98,0,0
1393-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,28,0,0
1393-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,98,0,0
1393-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,28,0,0
1393-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,98,0,0
1393-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,28,0,0
1393-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,98,0,0
1393-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,28,0,0
1393-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,98,0,0
1393-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,28,0,0
1393-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,98,0,0
1393-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,28,0,0
1393-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,98,0,0
1393-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,28,0,0
1393-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,98,0,0
1393-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,28,0,0
1393-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,98,0,0
1393-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,28,0,0
1393-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,98,0,0
1393-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,28,0,0
1393-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,98,0,0
1393-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,28,0,0
1394-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,60,0,0
1394-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,32,0,0
1394-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,60,0,0
1394-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,32,0,0
1394-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,60,0,0
1394-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,32,0,0
1394-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,60,0,0
1394-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,32,0,0
1394-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,98,0,0
1394-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,32,0,0
1394-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,98,0,0
1394-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,32,0,0
1394-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,98,0,0
1394-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,32,0,0
1394-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,98,0,0
1394-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,32,0,0
1394-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,97,0,0
1394-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,32,0,0
1394-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,97,0,0
1394-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,32,0,0
1394-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,97,0,0
1394-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,32,0,0
1394-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,97,0,0
1394-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,32,0,0
1394-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,98,0,0
1394-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,32,0,0
1394-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,98,0,0
1394-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,32,0,0
1394-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,98,0,0
1394-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,32,0,0
1394-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,98,0,0
1394-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,32,0,0
1395-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,99,0,0
1395-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,31,0,0
1395-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,99,11.531003352193114,0.0919409066728329
1395-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,31,0,0
1395-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,99,0,0
1395-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,31,0,0
1395-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,99,0,0
1395-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,31,0,0
1395-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,99,0,0
1395-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,31,0,0
1395-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,99,0,0
1395-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,31,0,0
1395-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,99,0,0
1395-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,31,0,0
1395-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,99,0,0
1395-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,31,0,0
1395-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,99,0,0
1395-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,31,0,0
1395-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,99,0,0
1395-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,31,0,0
1395-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,99,0,0
1395-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,31,0,0
1395-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,99,0,0
1395-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,31,0,0
1395-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,99,0,0
1395-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,31,0,0
1395-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,99,0,0
1395-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,31,0,0
1395-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,99,0,0
1395-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,31,0,0
1395-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,99,0,0
1395-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,31,0,0
14-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,153,0,0
14-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,34,0,0
14-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,153,0,0
14-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,34,0,0
14-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,153,0,0
14-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,34,0,0
14-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,153,0,0
14-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,34,0,0
14-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,153,0,0
14-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,34,0,0
14-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,153,0,0
14-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,34,0,0
14-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,153,0,0
14-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,34,0,0
14-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,153,0,0
14-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,34,0,0
14-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,153,0,0
14-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,34,0,0
14-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,153,0,0
14-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,34,0,0
14-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,153,0,0
14-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,34,0,0
14-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,153,0,0
14-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,34,0,0
14-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,153,0,0
14-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,34,0,0
14-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,153,0,0
14-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,34,0,0
14-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,153,0,0
14-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,34,0,0
14-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,153,0,0
14-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,34,0,0
1411-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,19,0,0
1411-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,23,0,0
1411-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,19,0,0
1411-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,23,0,0
1411-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,19,0,0
1411-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,23,0,0
1411-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,19,0,0
1411-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,23,0,0
1411-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,19,0,0
1411-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,22,0,0
1411-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,19,0,0
1411-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,22,0,0
1411-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,19,0,0
1411-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,22,0,0
1411-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,19,0,0
1411-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,22,0,0
1411-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,19,0,0
1411-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,23,0,0
1411-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,19,0,0
1411-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,23,0,0
1411-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,19,0,0
1411-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,23,0,0
1411-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,19,0,0
1411-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,23,0,0
1411-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,19,0,0
1411-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,22,0,0
1411-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,19,0,0
