location_project,demo_category,season,total_season_days,total_duration,density_km2
1651-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,96,0,0
1651-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,43,0,0
1651-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,80,0,0
1651-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,43,0,0
1651-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,80,0,0
1651-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,43,0,0
1651-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,80,0,0
1651-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,43,0,0
1651-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,80,0,0
1651-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,43,0,0
1652-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,97,0,0
1652-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,42,0,0
1652-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,97,0,0
1652-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,42,0,0
1652-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,97,0,0
1652-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,42,0,0
1652-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,97,0,0
1652-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,42,0,0
1652-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,97,0,0
1652-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,42,0,0
1652-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,97,0,0
1652-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,42,0,0
1652-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,97,0,0
1652-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,42,0,0
1652-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,97,0,0
1652-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,42,0,0
1652-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,17,0,0
1652-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,17,0,0
1652-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,17,0,0
1652-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,17,0,0
1652-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,15,0,0
1652-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,43,0,0
1652-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,15,0,0
1652-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,43,0,0
1652-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,15,0,0
1652-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,43,0,0
1652-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,15,0,0
1652-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,43,0,0
1653-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,98,0,0
1653-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,41,0,0
1653-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,98,0,0
1653-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,41,0,0
1653-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,98,0,0
1653-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,41,0,0
1653-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,98,0,0
1653-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,41,0,0
1653-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,75,0,0
1653-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,41,0,0
1653-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,75,0,0
1653-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,41,0,0
1653-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,75,0,0
1653-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,41,0,0
1653-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,75,0,0
1653-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,41,0,0
1653-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,98,0,0
1653-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,41,0,0
1653-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,98,0,0
1653-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,41,0,0
1653-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,98,0,0
1653-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,41,0,0
1653-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,98,0,0
1653-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,41,0,0
1653-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,98,0,0
1653-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,41,0,0
1653-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,98,0,0
1653-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,41,0,0
1653-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,98,0,0
1653-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,41,0,0
1653-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,98,0,0
1653-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,41,0,0
2-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,152,0,0
2-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,34,0,0
2-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,152,0,0
2-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,34,0,0
2-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,152,0,0
2-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,34,0,0
2-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,152,0,0
2-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,34,0,0
2-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,152,0,0
2-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,34,0,0
2-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,152,0,0
2-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,34,0,0
2-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,152,0,0
2-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,34,0,0
2-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,152,0,0
2-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,34,0,0
2-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,66,0,0
2-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,34,0,0
2-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,66,0,0
2-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,34,0,0
2-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,66,0,0
2-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,34,0,0
2-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,66,0,0
2-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,34,0,0
2-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,152,0,0
2-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,34,0,0
2-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,152,0,0
2-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,34,0,0
2-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,152,0,0
2-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,34,0,0
2-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,152,0,0
2-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,34,0,0
234-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,107,0,0
234-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,183,0,0
234-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,107,0,0
234-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,183,0,0
234-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,107,0,0
234-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,183,0,0
234-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,107,0,0
234-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,183,0,0
234-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,107,0,0
234-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,183,0,0
234-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,107,0,0
234-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,183,0,0
234-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,107,0,0
234-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,183,0,0
234-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,107,0,0
234-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,183,0,0
234-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,156,0,0
234-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,47,0,0
234-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,156,0,0
234-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,47,0,0
234-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,156,0,0
234-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,47,0,0
234-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,156,0,0
234-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,47,0,0
234-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,107,0,0
234-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,183,0,0
234-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,107,0,0
234-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,183,0,0
234-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,107,0,0
234-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,183,0,0
234-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,107,0,0
234-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,183,0,0
234-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,106,0,0
234-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,183,0,0
234-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,106,0,0
234-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,183,0,0
234-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,106,0,0
234-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,183,0,0
234-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,106,0,0
234-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,183,0,0
235-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,156,206.32750838048278,1.03456203803119
235-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,49,0,0
235-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,156,0,0
235-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,49,0,0
235-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,156,2.2655016760965574,0.011359619711315425
235-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,49,0,0
235-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,156,0,0
235-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,49,0,0
235-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,108,0,0
235-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,183,0,0
235-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,108,0,0
235-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,183,10.531003352193114,0.04496817054849611
235-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,108,0,0
235-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,183,0,0
235-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,108,0,0
235-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,183,0,0
235-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,156,23.531003352193114,0.11883951504729641
235-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,49,0,0
235-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,156,0,0
235-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,49,0,0
235-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,156,0,0
235-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,49,0,0
235-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,156,47.06200670438623,0.23767903009459282
235-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,49,0,0
235-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,108,0,0
235-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,183,0,0
235-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,108,0,0
235-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,183,0,0
235-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,108,0,0
235-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,183,0,0
235-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,108,0,0
235-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,183,0,0
235-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,156,134.53100335219312,0.6746159811051659
235-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,49,0,0
235-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,156,0,0
235-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,49,0,0
235-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,156,0,0
235-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,49,0,0
235-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,156,0,0
235-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,49,0,0
235-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,108,0,0
235-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,183,0,0
235-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,108,0,0
235-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,183,11.531003352193114,0.04924220096417828
235-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,108,0,0
235-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,183,0,0
235-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,108,0,0
235-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,183,0,0
235-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,156,0,0
235-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,49,0,0
235-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,156,397.5310033521931,1.9934495481616346
235-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,49,0,0
235-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,156,0,0
235-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,49,0,0
235-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,156,0,0
235-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,49,0,0
235-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,108,0,0
235-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,183,0,0
235-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,108,0,0
235-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,183,0,0
235-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,108,0,0
235-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,183,0,0
235-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,108,0,0
235-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,183,0,0
236-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,156,323.5310033521931,1.6370735353661605
236-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,49,154.88994382274598,2.49271327323543
236-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,156,0,0
236-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,49,0,0
236-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,156,76.18602011315869,0.385502829712906
236-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,49,147.39489260948008,2.3720920554740768
236-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,156,0,0
236-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,49,99.53100335219311,1.6017970375041055
236-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,109,0,0
236-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,183,0,0
236-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,109,0,0
236-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,183,0,0
236-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,109,0,0
236-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,183,0,0
236-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,109,0,0
236-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,183,0,0
236-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,156,0,0
236-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,49,0,0
236-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,156,0,0
236-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,49,0,0
236-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,156,0,0
236-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,49,0,0
236-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,156,0,0
236-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,49,0,0
236-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,109,0,0
236-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,183,0,0
236-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,109,0,0
236-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,183,0,0
236-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,109,0,0
236-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,183,0,0
236-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,109,0,0
236-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,183,0,0
236-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,101,284.06200670438625,2.1999650434086697
236-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,49,0,0
236-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,101,438.85851173267594,3.398812097455103
236-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,49,0,0
236-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,101,43.53100335219312,0.3371330322924587
236-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,49,0,0
236-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,101,0,0
236-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,49,0,0
236-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,109,0,0
236-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,183,0,0
236-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,109,0,0
236-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,183,0,0
236-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,109,0,0
236-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,183,0,0
236-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,109,0,0
236-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,183,0,0
236-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,156,200.53100335219312,1.0055780169444317
236-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,49,0,0
236-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,156,0,0
236-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,49,0,0
236-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,156,0,0
236-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,49,0,0
236-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,156,0,0
236-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,49,0,0
236-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,109,0,0
236-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,183,52.00981040205959,0.2221036155921271
236-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,109,0,0
236-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,183,78.15747184799406,0.3337650521850768
236-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,109,0,0
236-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,183,0,0
236-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,109,0,0
236-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,183,0,0
240-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,83,0,0
240-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,24,0,0
240-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,83,0,0
240-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,24,0,0
240-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,83,0,0
240-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,24,0,0
240-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,83,0,0
240-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,24,0,0
240-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,61,0,0
240-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,24,0,0
240-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,61,0,0
240-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,24,0,0
240-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,61,0,0
240-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,24,0,0
240-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,61,0,0
240-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,24,0,0
240-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,83,0,0
240-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,24,0,0
240-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,83,0,0
240-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,24,0,0
240-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,83,0,0
240-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,24,0,0
240-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,83,0,0
240-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,24,0,0
240-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,83,0,0
240-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,24,0,0
240-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,83,0,0
240-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,24,0,0
240-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,83,0,0
240-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,24,0,0
240-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,83,0,0
240-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,24,0,0
241-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,85,0,0
241-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,25,0,0
241-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,85,0,0
241-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,25,0,0
241-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,85,0,0
241-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,25,0,0
241-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,85,0,0
241-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,25,0,0
241-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,85,0,0
241-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,25,0,0
241-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,85,0,0
241-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,25,0,0
241-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,85,22.766817425814743,0.20951127619354246
241-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,25,0,0
241-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,85,0,0
241-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,25,0,0
241-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,85,0,0
241-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,25,0,0
241-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,85,0,0
241-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,25,0,0
241-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,85,0,0
241-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,25,0,0
241-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,85,0,0
241-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,25,0,0
241-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,85,0,0
241-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,25,0,0
241-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,85,0,0
241-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,25,0,0
241-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,85,0,0
241-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,25,0,0
241-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,85,0,0
241-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,25,0,0
242-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,84,18.531003352193114,0.17256139847673896
242-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,26,0,0
242-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,84,0,0
242-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,26,0,0
242-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,84,0,0
242-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,26,0,0
